phylum	sub_phylum	class	order	family	genus	species	subspecies	Common Name	c_value	raw_C_value	Chrom num	Method	Cell type	Std sp	References	References
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Odontomachus	brunneus		Ant	0.44	0.44		FCM	BR	DM	Tsutsui, N.D., A.V. Suarez, J.C. Spagna, and J.S. Johnston (2008). The evolution of genome size in ants. BMC Evolutionary Biology 8: 64.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Papilionidae	Papilio	canadensis		Canadian tiger swallowtail butterfly	0.44	0.44		FIA	HE	TM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Papilionidae	Papilio	glaucus		Easter tiger swallowtail butterfly	0.44	0.44		FIA	HE	TM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Sphingidae	Eumorpha	vitis		Vine sphinx	0.44	0.44		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Calliphoridae	Cochliomyia	hominivorax		Screwworm fly	0.45	0.45		FCM	BR	DV	Picard, C.J., J.S. Johnston, and A.M. Tarone (2012). Genome sizes of forensically relevant Diptera. Journal of Medical Entomology 49: 192-197.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Aphelinidae	Aphelinus	coreae		Aphid parasitoid wasp	0.45	0.45		FCM	BR	DM	Gokhman, V.E., K.L. Kuhn, J.B. Woolley, and K.R. Hopper (2017). Variation in genome size and karyotype among closely related aphid parasitoids (Hymenoptera, Aphelinidae). Comparative Cytogenetics 11: 97-117.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Nanotrigona	sp.		Stingless bee	0.45	0.45		FCM	BR	SX	Tavares, M.G., C.R. Carvalho, F.A.F. Soares, and L.A. de Oliveira Campos (2012). Genome size diversity in stingless bees (Hymenoptera: Apidae, Meliponini). Apidologie 43: 731-736.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	tubiba		Stingless bee	0.45	0.45		FCM	BR	SX	Tavares, M.G., C.R. Carvalho, F.A.F. Soares, and L.A. de Oliveira Campos (2012). Genome size diversity in stingless bees (Hymenoptera: Apidae, Meliponini). Apidologie 43: 731-736.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Sericomyrmex	amabilis		Ant	0.45	0.45		FCM	BR	DM	Tsutsui, N.D., A.V. Suarez, J.C. Spagna, and J.S. Johnston (2008). The evolution of genome size in ants. BMC Evolutionary Biology 8: 64.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Geometridae	Ennomine	sp.		Geometer moth	0.45	0.45		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Nymphalidae	Hypolimnas	bolina		Great eggfly	0.45	0.45		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Aphaenogaster	rudis_texana_group_N17		Ant	0.46	0.46		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Apthona	flaviceps		Leaf beetle	0.46	0.46	26.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	decemlineata		Leaf beetle	0.46	0.46	35.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Leptispa	filiformis		Leaf beetle	0.46	0.46	32.00	FD	S	TC	Petitpierre, E. and M.F. Sanchez-Font (1997). A cytogenetic study of two species of Hispinae (Coleoptera: Chrysomelidae). Hereditas 126: 85-86.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Coccinula	quatordecimpustulata		Ladybird beetle	0.46	0.46		FIA	HE	TM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Zopheridae	Zopherus	nodulosus		Beetle	0.46	0.46		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Orygma	luctuosum		Black scavenger fly	0.46	0.46		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Bombus	occidentalis		Western bumblebee	0.46	0.46		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Lestrimellita	sp.		Stingless bee	0.46	0.46		FCM	BR	SX	Tavares, M.G., C.R. Carvalho, F.A.F. Soares, and A. Fernandes (2010). Detection of diploid males in a natural colony of the cleptobiotic bee Lestrimelitta sp (Hymenoptera, Apidae). Genetics and Molecular Biology 33: 491-493.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Mutillidae	Dasymutilla	archboldi		Velvet ant	0.46	0.46		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Mutillidae	Dasymutilla	occidentalis		Red velvet ant	0.46	0.46		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Arctiidae	Cisseps	fulvicollis		Yellow-collared scape moth	0.46	0.46		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Geometridae	Scopula	limboundata		Larger lace border moth	0.46	0.46		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Noctuidae	Cucullia	intermedia		Owlet moth	0.46	0.46		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Notodontidae	Unknown	sp.		Prominent moth	0.46	0.46		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Sphingidae	Hyles	lineata		White-lined sphinx	0.46	0.46		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Sphingidae	Pachysphinx	modesta		Modest sphinx	0.46	0.46		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Pimelia	laevigata	costipennis	Darkling beetle	0.47	0.47	18.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Harmonia	axyridis		Multicoloured Asian ladybird beetle	0.47	0.47		FCM	BR	DM	Matsubayashi, K.W. and I. Ohshima (2015). Genome size increase in the phytophagous ladybird beetle Henosepilachna vigintioctomaculata species complex (Coleoptera: Coccinellidae). Entomological Science 18: 134-137.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Scarabaeidae	Martineziana	dutertrei		Fire ant beetle	0.47	0.47		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Chaoboridae	Corethrella	brakeleyi		Phantom midge	0.47	0.47		FD	S	GD	Rao, P.N. and K.S. Rai (1990). Genome evolution in the mosquitoes and other closely related members of superfamily Culicoidea. Hereditas 113: 139-144.	
Arthropoda	Hexapoda	Insecta	Diptera	Glossinidae	Glossina	pallidipes		Tsetse fly	0.47	0.47		FCM	BR	DV	Aksoy, S., M. Berriman, N. Hall, M. Hattori, W. Hide, and M.J. Lehane (2005). A case for a Glossina genome project. Trends in Parasitology 21: 107-111.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Bombus	impatiens		Common Eastern bumblebee	0.47	0.47		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Frieseomelitta	varia		Stingless bee	0.47	0.47		FCM	BR	SX	Tavares, M.G., C.R. Carvalho, F.A.F. Soares, and L.A. de Oliveira Campos (2012). Genome size diversity in stingless bees (Hymenoptera: Apidae, Meliponini). Apidologie 43: 731-736.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Figitidae	Leptopilina	heterotoma		Wasp	0.47	0.47		FCM	BR	DM,DV	Gokhman, V.E., J.S. Johnston, C. Small, R. Rajwani, S.J. Hanrahan, and S. Govind (2011). Genomic and karyotypic variation in Drosophila parasitoids (Hymenoptera, Cynipoidea, Figitidae). Comparative Cytogenetics 5: 211-221.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Solenopsis	invicta		Red imported fire ant	0.47	0.47		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Pteromalidae	Catolaccus	grandis		Parasitic wasp	0.47	0.47		FCM	BR	GD	Barcenas, N.M., N.J. Thompson, V. Gomez-Tovar, J.A. Morales-Ramos, and J.S. Johnston (2008). Sex determination and genome size in Catolaccus grandis (Burks, 1954) (Hymenoptera: Pteromalidae). Journal of Hymenoptera Research 17: 201-209.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Sphingidae	Ceratoma	undulosa		Waved sphinx moth	0.47	0.47		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Siphonaptera	Pulicidae	Ctenocephalides	felis		Cat flea	0.47	0.47		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Megachilidae	Anthidiellum	notatum	rufimaculatum	Leaf-cutter bee	0.48	0.48		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Diptera	Phoridae	Megaselia	scalaris		Humpbacked fly	0.48	0.48		FCM	BR	DV	Picard, C.J., J.S. Johnston, and A.M. Tarone (2012). Genome sizes of forensically relevant Diptera. Journal of Medical Entomology 49: 192-197.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Chaitophorus	populicola		Aphid	0.48	0.48		FD	EP	V	Finston, T.L., P.D.N. Hebert, and R.B. Foottit (1995). Genome size variation in aphids. Insect Biochemistry and Molecular Biology 25: 189-196.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Mogoura	viciae		Aphid	0.48	0.48		FCM	OV	GD	Manicardi, C.C., E. Galli, A. Malavasi, and A.M. Bonvinci Pogliai (1995). DNA content in the nurse cell nuclei of viviparous and oviparous females of Megoura viciae (Homoptera, Aphididae). Invertebrate Reproduction and Development 28: 1-6.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Celetrigona	longicornis		Stingless bee	0.48	0.48		FCM	BR	SX	Tavares, M.G., C.R. Carvalho, F.A.F. Soares, and L.A. de Oliveira Campos (2012). Genome size diversity in stingless bees (Hymenoptera: Apidae, Meliponini). Apidologie 43: 731-736.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Crabronidae	Gorytes	atricornis		Sand wasp	0.48	0.48		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Solenopsis	xyloni		Ant	0.48	0.48		FCM	BR	DM	Tsutsui, N.D., A.V. Suarez, J.C. Spagna, and J.S. Johnston (2008). The evolution of genome size in ants. BMC Evolutionary Biology 8: 64.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Polistes	dorsalis		Paper wasp	0.48	0.48		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Bombycidae	Bombyx	mandarina		Wild silkmoth	0.48	0.48		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Geometridae	Unknown	sp.1		Geometer moth	0.48	0.48		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Saturniidae	Automeris	io		Io moth	0.48	0.48		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Sphingidae	Agrius	cingulata		Sweet potato hornworm	0.48	0.48		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Allosepsis	sp_1		Black scavenger fly	0.49	0.49		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Allosepsis	sp_3		Black scavenger fly	0.49	0.49		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Pimelia	radula	ascendens	Darkling beetle	0.49	0.49		FD	S	TC	Palmer, M., E. Petitpierre, and J. Pons (2003).  Test of the correlation between body size and DNA content in Pimelia (Coleoptera: Tenebrionidae) from the Canary Islands.  European Journal of Entomology 100: 123-129.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Coccinella	quinquepunctata		Five-spotted ladybird beetle	0.49	0.49		FIA	HE, S	DM, TM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Blaps	alternans		Darkling beetle	0.49	0.49		FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Cossyphus	hoffmannseggi		Darkling beetle	0.49	0.49	18.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Pimelia	canariensis		Darkling beetle	0.49	0.49		FD	S	TC	Palmer, M., E. Petitpierre, and J. Pons (2003).  Test of the correlation between body size and DNA content in Pimelia (Coleoptera: Tenebrionidae) from the Canary Islands.  European Journal of Entomology 100: 123-129.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Scleron	asperelum		Darkling beetle	0.49	0.49	20.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Aphis	pomi		Aphid	0.49	0.49	8.00	FD	EP	V	Finston, T.L., P.D.N. Hebert, and R.B. Foottit (1995). Genome size variation in aphids. Insect Biochemistry and Molecular Biology 25: 189-196.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Odontomachus	bauri		Ant	0.49	0.49		FCM	BR	DM	Tsutsui, N.D., A.V. Suarez, J.C. Spagna, and J.S. Johnston (2008). The evolution of genome size in ants. BMC Evolutionary Biology 8: 64.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Halictidae	Halictus	ligatus		Sweat bee	0.49	0.49		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Mutillidae	Dasymutilla	pyrrhus		Velvet ant	0.49	0.49		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Geometridae	Unknown	sp.2		Geometer moth	0.49	0.49		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Satyridae	Bicyclus	anynana		African butterfly	0.49	0.49		FIA	HE, S	DM, TM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Thysanoptera	Thripidae	Thrips	tabaci		Thrip	0.49	0.49		FCM	BR	DH	Jacobson, A.L., J.S. Johnston, D. Rotenberg, A.E. Whitfield, W. Booth, E.L. Vargo, and G.G. Kennedy (2013). Genome size and ploidy of Thysanoptera. Insect Molecular Biology 22: 12-17.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Propylea	quatuorodecimpunctata		Fourteen-spotted ladybird beetle	0.50	0.50		FIA	HE, S	DM, TM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Staphylinidae	Biocrypta	prospiciens		Rove beetle	0.50	0.50		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Glossinidae	Glossina	fuscipes		Tsetse fly	0.50	0.50		FCM	BR	DV	Aksoy, S., M. Berriman, N. Hall, M. Hattori, W. Hide, and M.J. Lehane (2005). A case for a Glossina genome project. Trends in Parasitology 21: 107-111.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Andrenidae	Andrena	dunningi		Dunning's Andrena	0.50	0.50		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Aphelinidae	Aphelinus	rhamni		Aphid parasitoid wasp	0.50	0.50		FCM	BR	DM	Gokhman, V.E., K.L. Kuhn, J.B. Woolley, and K.R. Hopper (2017). Variation in genome size and karyotype among closely related aphid parasitoids (Hymenoptera, Aphelinidae). Comparative Cytogenetics 11: 97-117.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Apidae	Plebeia	droryana		Stingless bee	0.50	0.50		FCM	BR	SX	Tavares, M.G., C.R. Carvalho, F.A.F. Soares, and L.A. de Oliveira Campos (2012). Genome size diversity in stingless bees (Hymenoptera: Apidae, Meliponini). Apidologie 43: 731-736.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Aphaenogaster	treatae		Ant	0.50	0.50		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Monomorium	viride		Ant	0.50	0.50		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Arctiidae	Ctenucha	virginica		Virginia Ctenucha	0.50	0.50		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Pyralidae	Galleria	melonella		Wax moth	0.50	0.50		FD	HE, S	DM, GD, OM	Rasch, E.M. (1985). DNA "standards" and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Allosepsis	sp_6		Black scavenger fly	0.51	0.51		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Brontispa	longissima		Coconut leaf beetle	0.51	0.51		FCM	BR	DM	He, K., K. Lin, G. Wang, and F. Li (2016). Genome size of nine insect species determined by flow cytometry and k-mer analysis. Frontiers in Physiology 7: 569.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Cycloneda	munda		Spotless ladybird beetle	0.51	0.51		FIA	S	DM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Cynegetis	impunctata		Ladybird beetle	0.51	0.51		FIA	S	DM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Blaps	gigas		Darkling beetle	0.51	0.51	35.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Aphis	nerii		Aphid	0.51	0.51	8.00	FD	EP	V	Finston, T.L., P.D.N. Hebert, and R.B. Foottit (1995). Genome size variation in aphids. Insect Biochemistry and Molecular Biology 25: 189-196.	
Arthropoda	Hexapoda	Insecta	Hemiptera	Aphididae	Macrosiphum	californicum		Aphid	0.51	0.51		FD	EP	V	Finston, T.L., P.D.N. Hebert, and R.B. Foottit (1995). Genome size variation in aphids. Insect Biochemistry and Molecular Biology 25: 189-196.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Odontomachus	haematodus		Ant	0.51	0.51		FCM	BR	DM	Tsutsui, N.D., A.V. Suarez, J.C. Spagna, and J.S. Johnston (2008). The evolution of genome size in ants. BMC Evolutionary Biology 8: 64.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Geometridae	Unknown	sp.3		Geometer moth	0.51	0.51		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Lasiocampidae	Malacosoma	americana		Eastern tent caterpillar moth	0.51	0.51		FIA	S	DM	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Allosepsis	sp_2		Black scavenger fly	0.52	0.52		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Pimelia	radula	granulata	Darkling beetle	0.52	0.52		FD	S	TC	Palmer, M., E. Petitpierre, and J. Pons (2003).  Test of the correlation between body size and DNA content in Pimelia (Coleoptera: Tenebrionidae) from the Canary Islands.  European Journal of Entomology 100: 123-129.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Phaedon	cochleariae		Leaf beetle	0.52	0.52	34.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
